Season,Episode,Title,Year of Release,IMDB Rating,Arco
19,841,Escape From the Tea Party! Luffy vs Big Mom!,2018,9.1,Whole Cake Island Arc
19,842,"The Execution Begins! Luffy's Allied Forces Are Annihilated?!""",2018,9.1,Whole Cake Island Arc
19,843,The Chateau Collapses! The Straw Hat's Great Escape Begins!,2018,8.7,Whole Cake Island Arc
19,844,The Spear of Elbaph! Onslaught! The Flying Big Mom!,2018,8.5,Whole Cake Island Arc
19,845,Pudding's Determination! Ablaze! The Seducing Woods!,2018,8.7,Whole Cake Island Arc
19,846,A Lightning Counterattack! Nami and Zeus the Thundercloud!,2018,8.7,Whole Cake Island Arc
19,847,A Coincidental Reunion! Sanji and the Lovestruck Evil Pudding!,2018,8.7,Whole Cake Island Arc
19,848,Save the Sunny! Fighting Bravely! Chopper and Brook!,2018,8.7,Whole Cake Island Arc
19,849,"Before the Dawn! Pedro, the Captain of the Guardians!",2018,9.5,Whole Cake Island Arc
19,850,"I'll Be Back! Luffy, Deadly Departure!",2018,9.5,Whole Cake Island Arc
19,851,"The Man with a Bounty of Billion! The Strongest Sweet General, Katakuri!",2018,9.2,Whole Cake Island Arc
19,852,A Hard Battle Starts! Luffy vs Katakuri!,2018,9.3,Whole Cake Island Arc
19,853,"The Green Room! An Invincible Helmsman, Jimbei!",2018,9.0,Whole Cake Island Arc
19,854,The Threat of the Mole! Luffy's Silent Fight!,2018,9.2,Whole Cake Island Arc
19,855,The End of the Deadly Battle?! Katakuri's Awakening in Anger!,2018,9.0,Whole Cake Island Arc
19,856,The Forbidden Secret! Katakuri's Merienda!,2018,9.5,Whole Cake Island Arc
19,857,Luffy Fights Back! The Invincible Katakuri's Weak Point!,2018,9.2,Whole Cake Island Arc
19,858,Another Crisis! Gear Four vs Unstoppable Donuts!,2018,8.7,Whole Cake Island Arc
19,859,"The Rebellious Daughter, Chiffon! Sanji's Big Plan for Transporting the Cake!",2018,8.2,Whole Cake Island Arc
19,860,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,8.5,Whole Cake Island Arc
19,861,The Cake Sank?! Sanji and Bege's Getaway Battle!,2018,8.3,Whole Cake Island Arc
19,862,Sulong! Carrot's Big Mystic Transformation!,2018,9.3,Whole Cake Island Arc
19,863,Break Through! The Straw Hat's Mighty Sea Battle!,2018,8.8,Whole Cake Island Arc
19,864,Finally Clash - Yonko VS Straw Hat Crew,2018,9.1,Whole Cake Island Arc
19,865,Dark King's Direct Precepts! The Battle Against Katakuri Turns Around!,2018,9.0,Whole Cake Island Arc
19,866,"Finally He Returns! Sanji, the Man Who'll Stop the Emperor of the Sea!",2018,8.7,Whole Cake Island Arc
19,867,Lurking in the Darkness! An Assassin Targeting Luffy!,2019,9.0,Whole Cake Island Arc
19,868,One Man's Determination! Katakuri's Deadly Big Fight!,2019,9.5,Whole Cake Island Arc
19,869,Wake Up! The Color of Observation Able to Top the Strongest!,2019,9.4,Whole Cake Island Arc
19,870,A Fist of Divine Speed! Another Gear Four Application Activated!,2019,9.5,Whole Cake Island Arc
19,871,Finally Concluded - An Outcome of the Fierce Battle with Katakuri,2019,9.5,Whole Cake Island Arc
19,872,A Desperate Situation! The Iron-Tight Entrapment of Luffy!,2019,9.2,Whole Cake Island Arc
19,873,Pulling Back from the Brink! The Formidable Reinforcements - Germa!,2019,9.3,Whole Cake Island Arc
19,874,The Last Hope! The Sun Pirates Emerge!,2019,9.1,Whole Cake Island Arc
19,875,A Fascinating Taste - Sanji's Cake of Happiness,2019,9.1,Whole Cake Island Arc
19,876,"The Man of Humanity and Justice - Jinbe, a Desperate Massive Ocean Current",2019,9.2,Whole Cake Island Arc
19,877,Time for Farewell! Pudding's One Last Request!,2019,9.5,Whole Cake Island Arc
19,878,The World in Shock! The Fifth Emperor of the Sea Arrives!,2019,8.9,Levely Arc
19,879,To the Levely! Gathering of the Straw Hat Allies!,2019,7.9,Levely Arc
19,880,Sabo Goes into Action! All the Captains of the Revolutionary Army Appear!,2019,8.2,Levely Arc
19,881,Going into Action! The Implacable New Admiral of the Fleet - Sakazuki,2019,6.4,Levely Arc
19,882,The Paramount War! The Inherited Will of the King of the Pirates!,2019,6.7,Levely Arc
19,883,One Step Ahead of the Dream - Shirahoshi's Path to the Sun!,2019,6.8,Levely Arc
19,884,I Miss Him! Vivi and Rebecca's Sentiments!,2019,6.9,Levely Arc
19,885,In the Dark Recesses of the Holyland! A Mysterious Giant Straw Hat!,2019,7.6,Levely Arc
19,886,The Uproarious Holy Land - Princess Shirahoshi is being targeted!,2019,7.4,Levely Arc
19,887,On the Verge - The Two Yonko Targeting Luffy,2019,8.9,Levely Arc
19,888,Sabo Gets Angry - Tragedy of the Revolutionary Army Officer Kuma,2019,8.1,Levely Arc
19,889,"Finally, It Starts! The Conspiracy-filled Reverie!",2019,7.9,Levely Arc
20,890,Marco! The Keeper of Whitebeard's Last Memento!,2019,7.8,Wano Country Arc: Act 1
20,891,Climbing Up a Waterfall! A Great Journey Through the Land of Wano's Sea Zone!,2019,9.2,Wano Country Arc: Act 1
20,892,Wano Country! To the Land of Dancing Sakura and Samurai,2019,9.6,Wano Country Arc: Act 1
20,893,Otama Appears! Luffy vs Kaido's Army!,2019,9.4,Wano Country Arc: Act 1
20,894,He'll Come! The Legend of Ace in the Land of Wano!,2019,9.4,Wano Country Arc: Act 1
20,895,"Side Story! The World's Greatest Bounty Hunter, Cidre!",2019,6.5,Cidre Guild Arc
20,896,Side Story! Clash! Luffy vs  the King of Carbonation!,2019,6.4,Cidre Guild Arc
20,897,"Save Otama! Straw Hat, Bounding through the Wasteland!",2019,9.2,Cidre Guild Arc
20,898,The Headliner! Hawkings the Magician Appears!,2019,9.2,Cidre Guild Arc
20,899,Defeat is Inevitable! The Strawman's Fierce Attack!,2019,9.5,Cidre Guild Arc
20,900,The Greatest Day of My Life! Otama and Her Sweet Red-bean Soup!,2019,9.2,Cidre Guild Arc
20,901,Entering Enemy Territory! The Protagonists Spread into the Town of Bakura!,2019,8.5,Cidre Guild Arc
20,902,The Yokozuna Appears! The Invincible Urashima Goes After Okiku!,2019,8.4,Cidre Guild Arc
20,903,A Climactic Sumo Battle! Straw Hat vs  the Strongest Ever Yokozuna!,2019,7.6,Cidre Guild Arc
20,904,Luffy Rages! Rescue Otama from Danger!,2019,7.7,Cidre Guild Arc
20,905,Fighting for Otama! Fight against Holdem!,2019,9.1,Cidre Guild Arc
20,906,Duel! The Magician and the Surgeon of Death!,2019,9.1,Cidre Guild Arc
20,907,Romance Dawn,2019,6.7,Cidre Guild Arc
20,908,The Coming of the Treasure Ship! Luffytaro Returns the Favor!,2019,9.1,Cidre Guild Arc
20,909,Nazo no Bohyo - Oden Joseki de no Saikai!,2019,9.3,Cidre Guild Arc
20,910,A Legendary Samurai! The Man Who Roger Admired!,2019,9.2,Cidre Guild Arc
20,911,Bringing Down the Emperor of the Sea! A Secret Raid Operation Begins!,2019,8.9,Cidre Guild Arc
20,912,"The Strongest Man in the World! Shutenmaru, the Thieves Brigade Chief!",2019,9.5,Cidre Guild Arc
20,913,Everyone is Annihilated! Kaido's Furious Blast Breath!,2019,9.4,Cidre Guild Arc
20,914,Finally Clashing! The Ferocious Luffy vs Kaido!,2019,9.6,Cidre Guild Arc
20,915,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,2019,9.6,Cidre Guild Arc
20,916,Iki-jigoku! Rufi Kutsujoku no Dai Tankutsu-jo,2020,9.2,Cidre Guild Arc
20,917,The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles!,2020,9.3,Cidre Guild Arc
20,918,Ugokidasu - Dato Kaido Daikeikaku!,2020,8.9,Wano Country Arc: Act 2
20,919,Rampage! The Prisoners - Luffy and Kid!,2020,8.9,Wano Country Arc: Act 2
20,920,Dai Hyoban! Sanji no Ohako Soba!,2020,8.5,Wano Country Arc: Act 2
20,921,Goka Kenran - Wano Kuni Ichi no Bijo: Komurasaki,2020,7.7,Wano Country Arc: Act 2
20,922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,2020,8.9,Wano Country Arc: Act 2
20,923,A State of Emergency! Big Mom Closes in!,2020,9.0,Wano Country Arc: Act 2
20,924,The Capital in an Uproar! Another Assassin Targets Sanji!,2020,9.4,Wano Country Arc: Act 2
20,925,Dashing! The Righteous Soba Mask!,2020,9.3,Wano Country Arc: Act 2
20,926,Zettai Zetsumei - Kyoi no Orochi Oniwabanshu,2020,8.7,Wano Country Arc: Act 2
20,927,Shura-jo! Osoreru Daija Shogun Orochi,2020,8.0,Wano Country Arc: Act 2
20,928,The Flower Falls! The Final Moment of the Most Beautiful Woman in the Land of Wano!,2020,8.1,Wano Country Arc: Act 2
20,929,The Bond Between Prisoners! Luffy and Old Man Hyo!,2020,8.0,Wano Country Arc: Act 2
20,930,A Lead Performer! Queen the Plague Emerges!,2020,8.4,Wano Country Arc: Act 2
20,931,Goes up.  Luffy's Desperate Escape!,2020,8.2,Wano Country Arc: Act 2
20,932,Dead or Alive! Queen's Sumo Inferno!,2020,8.7,Wano Country Arc: Act 2
20,933,Gyukimaru! Zoro Fights a Duel on Bandit's Bridge,2020,9.2,Wano Country Arc: Act 2
20,934,A Big Turnover! The Three-Sword Style Overcomes Danger!,2020,9.5,Wano Country Arc: Act 2
20,935,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!",2020,8.7,Wano Country Arc: Act 2
20,936,Get the Hang of It! The Land of Wano's Haki - Ryuo!,2020,8.6,Wano Country Arc: Act 2
20,937,Tonoyasu! Ebisu's most beloved!,2020,8.6,Wano Country Arc: Act 2
20,938,Shaking the nation.  The identity of Ushimitsu Kozo,2020,8.2,Wano Country Arc: Act 2
20,939,The Straw Hats are running! Save the captive Tonoyasu,2020,9.2,Wano Country Arc: Act 2
20,940,Zoro's Fury! The Truth About the Smile!,2020,9.5,Wano Country Arc: Act 2
20,941,Toko's Tears! Orochi's Pitiless Bullets!,2020,9.3,Wano Country Arc: Act 2
20,942,The Straw Hats Step In! An Uproarious Deadly Battle at the Execution Ground!,2020,9.2,Wano Country Arc: Act 2
20,943,Luffy's Determination! Win Through the Sumo Inferno!,2020,9.1,Wano Country Arc: Act 2
20,944,The Coming of the Storm! Big Mom's Great Rampage!,2020,8.5,Wano Country Arc: Act 2
20,945,A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation,2020,9.2,Wano Country Arc: Act 2
20,946,Stop the Emperor of the Sea! Queen's Secret Plan!,2020,8.4,Wano Country Arc: Act 2
20,947,The Ultimate Weapon! Excite Bullets Aimed at Luffy,2020,8.4,Wano Country Arc: Act 2
20,948,Start Fighting Back! Luffy and the Red Scabbard Samurai!,2020,8.5,Wano Country Arc: Act 2
20,949,We're Here to Win! Luffy's Desperate Scream!,2020,9.3,Wano Country Arc: Act 2
20,950,Warriors' Dream! Luffy's Conquer of Udon!,2020,9.2,Wano Country Arc: Act 2
20,951,Orochi's Pursuers! Ninja Army Corps vs Zoro,2020,9.0,Wano Country Arc: Act 2
20,952,Tension Rises in Onigashima! Two Emperors of the Sea Meet?!,2020,9.2,Wano Country Arc: Act 2
20,953,Hiyori's Confession! Reunion on Oihagi Bridge,2020,9.1,Wano Country Arc: Act 2
20,954,Its Name is Enma! Oden's Meito!,2020,8.9,Wano Country Arc: Act 2
20,955,A New Alliance?! Kaido's Army Gathers,2020,8.5,Wano Country Arc: Act 2
20,956,Ticking Down to the Great Battle! The Straw Hats Go into Combat Mode!,2020,9.3,Wano Country Arc: Act 2
20,957,Big News! The Warlords Attack Incident,2021,9.5,Wano Country Arc: Act 2
20,958,The Legendary Battle! Garp and Roger,2021,9.5,Wano Country Arc: Act 2
20,959,The Promised Port - Opening of Third Act of Wano Country!,2021,9.4,Wano Country Arc: Act 3
20,960,The Greatest Samurai of Wano Country! Kozuki Oden Appears!,2021,9.3,Wano Country Arc: Act 3
20,961,The Crying Apprentice! Oden and Kin'emon!,2021,9.4,Wano Country Arc: Act 3
20,962,Changing Destiny - The Whitebeard Pirates Cast Ashore!,2021,9.5,Wano Country Arc: Act 3
20,963,Oden's Determination! Whitebeard's Trials!,2021,9.5,Wano Country Arc: Act 3
20,964,Whitebeard's Little Brother! Oden's Great Adventure!,2021,9.5,Wano Country Arc: Act 3
20,965,Blades Crossed! Roger and Whitebeard!,2021,9.6,Wano Country Arc: Act 3
20,966,Roger's Wish! A New Journey!,2021,9.5,Wano Country Arc: Act 3
20,967,Devoting His Life! Roger's Adventure,2021,9.6,Wano Country Arc: Act 3
20,968,The Pirate King is Born: Arriving at the Last Island!,2021,9.7,Wano Country Arc: Act 3
20,969,To Wano Country! The Roger Pirates Disband,2021,9.6,Wano Country Arc: Act 3
20,970,Sad News: The Opening of the Great Pirate Era,2021,9.5,Wano Country Arc: Act 3
20,971,Raid! Oden and the Nine Red Scabbards,2021,9.5,Wano Country Arc: Act 3
20,972,The Moment of Conclusion! Oden vs Kaido,2021,9.6,Wano Country Arc: Act 3
20,973,Sentenced to Boil! Oden's Deadly Hour!,2021,9.5,Wano Country Arc: Act 3
20,974,Oden Wouldn't Be Oden If It Wasn't Boiled!,2021,9.6,Wano Country Arc: Act 3
20,975,The Castle on Fire! The Fate of the Kozuki Clan!,2021,9.5,Wano Country Arc: Act 3
20,976,Back to the Present Day! 20 Years Later!,2021,9.5,Wano Country Arc: Act 3
20,977,The Sea Is For Pirates! Raid! To Onigashima,2021,9.5,Wano Country Arc: Act 3
20,978,The Worst Generation Charges in! The Battle of the Stormy Sea,2021,9.5,Wano Country Arc: Act 3
20,979,Good Luck!? Leader Kin'emon's Plot,2021,9.4,Wano Country Arc: Act 3
20,980,A Tearful Promise! The Kidnapped Momonosuke!,2021,9.5,Wano Country Arc: Act 3
20,981,A New Member! Knight of the Sea Jinbe!,2021,9.5,Wano Country Arc: Act 3
20,982,Kaido's Trump Card - Introducing the Tobi Roppo,2021,9.7,Wano Country Arc: Act 3
20,983,The Samurai Warriors' Earnestness! The Straw Hats Land at Onigashima,2021,9.1,Wano Country Arc: Act 3
20,984,Luffy Goes Out of Control?! Sneaking into Kaido's Banquet,2021,8.4,Wano Country Arc: Act 3
20,985,Thinking of O-Tama - Luffy's Furious Strike,2021,8.7,Wano Country Arc: Act 3
20,986,Fighting Music! The Ability to Attack Luffy!,2021,8.5,Wano Country Arc: Act 3
20,987,The Failing Dream? The Plot to Lure Sanji!,2021,9.0,Wano Country Arc: Act 3
20,988,Arrival of Reinforcements! Captain of the Whitebeard Pirates!,2021,9.3,Wano Country Arc: Act 3
20,989,Oath of Man! Fierce Battle of the Brachiotank,2021,9.1,Wano Country Arc: Act 3
20,990,Thunder Bagua! The Appearance of Kaido's Son,2021,9.3,Wano Country Arc: Act 3
20,991,Enemy or Ally? Luffy and Yamato!,2021,8.6,Wano Country Arc: Act 3
20,992,Desire to be Oden! Yamato's Dream!,2021,9.3,Wano Country Arc: Act 3
20,993,Explosive?! The Handcuffs that Shackle Yamato's Freedom!,2021,8.3,Wano Country Arc: Act 3
20,994,The Scabbards Face-off - Kikunojo vs Kanjuro,2021,9.4,Wano Country Arc: Act 3
20,995,Raid! Inheriting Oden's Will,2021,9.8,Wano Country Arc: Act 3
20,996,Onigashima in Tumult! Luffy's All-Out War Begins!,2021,9.6,Wano Country Arc: Act 3
20,997,"The Battle Under the Moon! The Berserker, Sulong the Moon Lion!",2021,9.3,Wano Country Arc: Act 3
20,998,Zeus' Treason?! The Cornered Nami!,2021,9.4,Wano Country Arc: Act 3
20,999,I'll Protect You! Yamato Meets Momonosuke!,2021,8.9,Wano Country Arc: Act 3
20,1000,Overwhelming Strength! The Straw Hats Come Together,2021,9.6,Wano Country Arc: Act 3
20,1001,A Risky Invitation! A Plot to Eliminate Queen,2021,9.7,Wano Country Arc: Act 3
20,1002,A New Rivalry! Nami and Ulti!,2021,8.9,Wano Country Arc: Act 3
